fpr,tpr,threshold
0.6224,0.8912037037037037,0.24577993154525757
0.624,0.8912037037037037,0.24563194811344147
0.624,0.8958333333333334,0.24257270991802216
0.6256,0.8958333333333334,0.24095624685287476
0.6256,0.8981481481481481,0.23973126709461212
0.6336,0.8981481481481481,0.22670963406562805
0.6336,0.9004629629629629,0.22619080543518066
0.6368,0.9004629629629629,0.22255396842956543
0.6368,0.9027777777777778,0.22154772281646729
0.6416,0.9027777777777778,0.21951210498809814
0.6416,0.9050925925925926,0.21757394075393677
0.6512,0.9050925925925926,0.21191899478435516
0.6512,0.9074074074074074,0.2115456610918045
0.6528,0.9074074074074074,0.21113666892051697
0.6528,0.9097222222222222,0.21084749698638916
0.656,0.9097222222222222,0.20972375571727753
0.656,0.9120370370370371,0.20882274210453033
0.6576,0.9120370370370371,0.20880237221717834
0.6576,0.9143518518518519,0.2073010504245758
0.6592,0.9143518518518519,0.20723384618759155
0.6592,0.9212962962962963,0.20410186052322388
0.6656,0.9212962962962963,0.20216603577136993
0.6656,0.9259259259259259,0.19610799849033356
0.6688,0.9259259259259259,0.1931001842021942
0.6688,0.9282407407407407,0.19284901022911072
0.6752,0.9282407407407407,0.18996727466583252
0.6752,0.9328703703703703,0.1836453378200531
0.6816,0.9328703703703703,0.1800270825624466
0.6816,0.9351851851851852,0.17826016247272491
0.688,0.9351851851851852,0.17464086413383484
0.688,0.9398148148148148,0.17254945635795593
0.7152,0.9398148148148148,0.15564332902431488
0.7152,0.9421296296296297,0.1544816792011261
0.7184,0.9421296296296297,0.15212827920913696
0.7184,0.9444444444444444,0.15106487274169922
0.7232,0.9444444444444444,0.14574256539344788
0.7232,0.9467592592592593,0.14562343060970306
0.728,0.9467592592592593,0.14273984730243683
0.728,0.9490740740740741,0.14121480286121368
0.7408,0.9490740740740741,0.13365252315998077
0.7408,0.9537037037037037,0.13195383548736572
0.7424,0.9537037037037037,0.12967398762702942
0.7424,0.9560185185185185,0.12818755209445953
0.7536,0.9560185185185185,0.12029991298913956
0.7536,0.9583333333333334,0.11965513974428177
0.7552,0.9583333333333334,0.1193758100271225
0.7552,0.9606481481481481,0.11760509014129639
0.7712,0.9606481481481481,0.10329783707857132
0.7712,0.9629629629629629,0.10260580480098724
0.7808,0.9629629629629629,0.0937514454126358
0.7808,0.9652777777777778,0.09300628304481506
0.7856,0.9652777777777778,0.09043728560209274
0.7856,0.9699074074074074,0.08998171240091324
0.8016,0.9699074074074074,0.0784689262509346
0.8016,0.9722222222222222,0.07574592530727386
0.8064,0.9722222222222222,0.07256631553173065
0.8064,0.9745370370370371,0.07201866060495377
0.8128,0.9745370370370371,0.06792764365673065
0.8128,0.9768518518518519,0.06779100745916367
0.8176,0.9768518518518519,0.06365075707435608
0.8176,0.9791666666666666,0.06194574758410454
0.8208,0.9791666666666666,0.05946654453873634
0.8208,0.9814814814814815,0.05516081675887108
0.8352,0.9814814814814815,0.04406558349728584
0.8352,0.9837962962962963,0.04360659420490265
0.8384,0.9837962962962963,0.04250366613268852
0.8384,0.9861111111111112,0.03922632709145546
0.864,0.9861111111111112,0.017350753769278526
0.864,0.9884259259259259,0.016520388424396515
0.872,0.9884259259259259,0.015033327974379063
0.872,0.9930555555555556,0.014546464197337627
0.8912,0.9930555555555556,0.006910874042659998
0.8912,0.9953703703703703,0.006683553569018841
0.896,0.9953703703703703,0.00540440296754241
0.896,0.9976851851851852,0.00530777545645833
0.9024,0.9976851851851852,0.004139494150876999
0.9024,1.0,0.004024270921945572
1.0,1.0,1.0231821079287329e-06
